Name,Group,Institution,Field,Awards,CNS_total,CNS_avg_per_yr,CNS_years_covered,CNS_gap_years,NeuronNatNeuro_total,eLife_total,nonCNS_total,Lab_start_year,First_senior_paper,Career_stage,Count_source,Authorship_measure,Career_reference_year,Lab_age_source,Count_fetched_at,Count_method_version,Researcher_ID,Publication_model,Identity_status,Current_institution,Institution_status,HHMI_status,HHMI_source_status,Topics,Methods,Model_organisms,Model_organism_status,Paper_species_mentions,Contribution_titles,Contribution_keywords,Contribution_status,Active_years_in_window,CNS_per_active_year,Unresolved_papers,Source_URLs,Review_notes,Faculty_appointment_year,Faculty_appointment_status,CNS_2016,CNS_2017,CNS_2018,CNS_2019,CNS_2020,CNS_2021,CNS_2022,CNS_2023,CNS_2024,CNS_2025
Tristan Geiller,early-career awardee,Yale University,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,2024,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:55:23+00:00,3,pi_ea5a55568b32566d96497b46d82b2c7a,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Xin Gu,early-career awardee,Dana-Farber Cancer Institute,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,,2025,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:55:24+00:00,3,pi_382582f2861d59d986931610409a22f5,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Laura Gwilliams,early-career awardee,Stanford University,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1,,2025,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:55:26+00:00,3,pi_5babd04aa83d54ed881704c284fe106c,unified-papers,unreviewed,,unreviewed roster label,,unknown,Sensory systems,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Danique Jeurissen,early-career awardee,New York University,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:55:27+00:00,3,pi_ec382e7aecd35459be8d3a092ed91637,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Aaron Kuan,early-career awardee,Yale University,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:55:28+00:00,3,pi_f78a296c12d75b95a4d134ac36277fe8,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Changyang Linghu,early-career awardee,University of Michigan,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,2025,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:55:28+00:00,3,pi_65a2fb72fcfa58edb127ed65b801a691,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Quynh Anh Nguyen,early-career awardee,Vanderbilt University,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,2023,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:55:30+00:00,3,pi_7c7feb45ce2a57f4a2ee2abf45fa60b8,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | Excluded 1 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
Justin O'Hare,early-career awardee,University of Colorado,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:55:31+00:00,3,pi_41527a820749567f8cb6bd02596ae400,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Debosmita Sardar,early-career awardee,University of Colorado,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:55:32+00:00,3,pi_8877ec081a50526c8730036e7141f2ba,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Carl Schoonover,early-career awardee,Allen Institute for Brain Science,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1,,2024,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:55:33+00:00,3,pi_45f5a88e034c5d1c977f1d6464b63421,unified-papers,unreviewed,,unreviewed roster label,,unknown,Neural circuits and behavior; Sensory systems,,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Yevgenia Kozorovitskiy,early-career awardee,Northwestern University,neuroscience (awardee),Searle Scholar,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2,4,9,,2016,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:55:34+00:00,3,pi_601aff606c4f50b083ef87f1bc046ecf,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Development; Learning and memory; Motor systems; Sleep and circadian rhythms,Connectomics; Imaging and microscopy; Optogenetics,,unknown,Mouse,,,not yet curated,,,1,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | 1 candidate papers remain unresolved and are not included in totals.",,unknown,0,0,0,0,0,0,0,0,0,0
Mark Sheffield,early-career awardee,University of Chicago,neuroscience (awardee),Searle Scholar,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,2,8,,2021,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:55:36+00:00,3,pi_79e199ff079e580e847c3765b9f18f21,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Learning and memory; Neural circuits and behavior,Imaging and microscopy,,unknown,Mouse,,,not yet curated,,,1,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | 1 candidate papers remain unresolved and are not included in totals.",,unknown,0,0,0,0,0,0,0,0,0,0
Paul Greer,early-career awardee,UMass Medical School,neuroscience (awardee),Searle Scholar,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,0,1,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:55:52+00:00,3,pi_40dc41e6b42f5427aad86339a9f28f2a,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Sensory systems,Sequencing and transcriptomics,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Andrew Miri,early-career awardee,Northwestern University,neuroscience (awardee),"NIH DP2, Searle Scholar",0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,1,5,,2020,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:55:53+00:00,3,pi_6de945b8ff04517fa29f715e9faaca31,unified-papers,unreviewed,,unreviewed roster label,,unknown,Learning and memory; Motor systems; Neural circuits and behavior,Optogenetics,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Xiao Wang,early-career awardee,Broad Institute,neuroscience (awardee),"NIH DP2, Searle Scholar",2,0.2,1,2016;2017;2018;2019;2020;2021;2022;2024;2025,1,0,11,,2019,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:55:55+00:00,3,pi_f9c3c27509795e7892a5d61c3720847e,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Computation and cognition; Glia and neuroimmunology; Neurodegeneration and aging,Computational modeling; Imaging and microscopy; Organoids and stem-cell models; Sequencing and transcriptomics,,unknown,Mouse; Rat,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | Excluded 6 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,2,0,0
