Researcher_ID,Name,Contribution,Category,Year,Keywords,Summary,Attribution,Status,Scope,Source,Source_title,Accessed,Supports,PMID,DOI,Note
pi_c521d31085a8556397a4c50549a01b5d,Evan Feinberg,SID-1-mediated double-stranded RNA transport,discovery,2003,SID-1; systemic RNAi; double-stranded RNA; C. elegans; cellular uptake,"Work in C. elegans and Drosophila cells showed that SID-1 is a multispan membrane protein that enables passive cellular uptake of double-stranded RNA, explaining a mechanism for systemic RNA interference.",Coauthored with Evan H Feinberg and colleagues; the primary paper lists Evan H Feinberg as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/12970568/,Transport of dsRNA into cells by the transmembrane protein SID-1.,2026-09-05,The paper supports SID-1-mediated dsRNA transport for systemic RNAi; authorship evidence lists Evan H Feinberg.,12970568,10.1126/science.1087117,
pi_c521d31085a8556397a4c50549a01b5d,Evan Feinberg,GRASP labeling of synaptic partners in living nervous systems,tool,2008,GRASP; synaptic partners; split GFP; C. elegans; connectivity mapping,"GRASP reconstituted GFP across contacting or synaptically connected cells, allowing living-animal labeling of cell contacts and synapses and validation of altered synaptic specificity in C. elegans.",Coauthored with Evan H Feinberg and colleagues; the primary paper lists Evan H Feinberg as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/18255029/,GFP Reconstitution Across Synaptic Partners (GRASP) defines cell contacts and synapses in living nervous systems.,2026-09-05,The paper supports GRASP as a tool for labeling cell contacts and synapses in living nervous systems; authorship evidence lists Evan H Feinberg.,18255029,10.1016/j.neuron.2007.11.030,
pi_c521d31085a8556397a4c50549a01b5d,Evan Feinberg,RMG hub-and-spoke circuit for C. elegans social behavior,discovery,2009,C. elegans; RMG neuron; social behavior; pheromone attraction; hub-and-spoke circuit,The study identified the RMG inter/motor neuron as a central hub linking sensory neurons and genotype-dependent npr-1 signaling to aggregation and pheromone attraction in C. elegans.,Coauthored with Evan Z Macosko and colleagues; the primary paper lists Evan H Feinberg as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/19349961/,A hub-and-spoke circuit drives pheromone attraction and social behaviour in C. elegans.,2026-09-05,The paper supports an RMG-centered circuit for aggregation and pheromone-linked social behavior; authorship evidence lists Evan H Feinberg.,19349961,10.1038/nature07886,
pi_9b2dbe3777df56289ab4af858df30f25,Biyu He,Frontoparietal network connectivity breakdown in spatial neglect,discovery,2007,spatial neglect; frontoparietal networks; functional connectivity; stroke; attention,"In stroke patients with spatial neglect, resting functional connectivity revealed disrupted ventral attention networks and transient dorsal interhemispheric disconnection that correlated with attentional impairment.",Coauthored with Biyu J He and colleagues; the primary paper lists Biyu J He as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/17359924/,Breakdown of functional connectivity in frontoparietal networks underlies behavioral deficits in spatial neglect.,2026-09-05,The paper supports a network-connectivity account of spatial neglect; authorship evidence lists Biyu J He.,17359924,10.1016/j.neuron.2007.02.013,
pi_9b2dbe3777df56289ab4af858df30f25,Biyu He,Electrocorticographic correlates of intrinsic BOLD networks,discovery,2008,electrocorticography; BOLD fMRI; resting-state networks; slow cortical potentials; gamma power,"Human electrocorticography showed that slow cortical potentials, and wake/REM gamma power, share correlation structures with spontaneous BOLD networks, linking resting-state fMRI architecture to neurophysiology.",Coauthored with Biyu J He and colleagues; the primary paper lists Biyu J He as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/18843113/,Electrophysiological correlates of the brain's intrinsic large-scale functional architecture.,2026-09-05,The paper supports electrophysiological correlates of intrinsic large-scale functional architecture; authorship evidence lists Biyu J He.,18843113,10.1073/pnas.0807010105,
pi_9b2dbe3777df56289ab4af858df30f25,Biyu He,Scale-free temporal structure and behavioral relevance of brain activity,discovery,2010,scale-free dynamics; nested frequencies; cross-frequency coupling; default network; task performance,"Human brain recordings revealed nested scale-free temporal structure across frequencies, regional variation, and links to task performance, motivating scale-free activity as a behaviorally meaningful neural signal.",Coauthored with Biyu J He and colleagues; the primary paper lists Biyu J He as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/20471349/,The temporal structures and functional significance of scale-free brain activity.,2026-09-05,The paper supports temporal structure and functional significance of scale-free brain activity; authorship evidence lists Biyu J He.,20471349,10.1016/j.neuron.2010.04.020,
pi_7e110f79cd375625af34749282e9a952,Andrew Kruse,Human sigma-1 receptor architecture and ligand recognition,discovery,2016,sigma-1 receptor; crystal structure; ligand recognition; endoplasmic reticulum; neuropathic pain,"Crystal structures of human sigma-1 receptor complexes revealed a trimeric single-transmembrane architecture and a hydrophobic ligand-binding cavity, clarifying molecular recognition for a neurologically relevant receptor.",Coauthored with Hayden R Schmidt and colleagues; the primary paper lists Andrew C Kruse as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/27042935/,Crystal structure of the human σ1 receptor.,2026-09-05,The paper supports sigma-1 receptor structure and ligand-recognition mechanisms; authorship evidence lists Andrew C Kruse.,27042935,10.1038/nature17391,
pi_7e110f79cd375625af34749282e9a952,Andrew Kruse,"Sigma-2 receptor identity, structures, and ligand discovery",discovery,2017,sigma-2 receptor; TMEM97; structure-based docking; bioactive ligands; neuropathic pain,"Chemical-biology and structural studies identified sigma-2 receptor as TMEM97, then used crystal structures for ultra-large docking that yielded potent ligands and probes tested in a neuropathic-pain model.",Collaborative contribution; PMID 28559337 lists Andrew C Kruse as a coauthor on a team led by Assaf Alon and colleagues; PMID 34880501 lists Andrew C Kruse as a coauthor on a team led by Assaf Alon and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/28559337/,Identification of the gene that codes for the σ 2 receptor.,2026-09-05,The paper supports identification of TMEM97 as the gene encoding the sigma-2 receptor; authorship evidence lists Andrew C Kruse.,28559337,10.1073/pnas.1705154114,Grouped because both sources define and exploit the same receptor target.
pi_7e110f79cd375625af34749282e9a952,Andrew Kruse,"Sigma-2 receptor identity, structures, and ligand discovery",discovery,2017,sigma-2 receptor; TMEM97; structure-based docking; bioactive ligands; neuropathic pain,"Chemical-biology and structural studies identified sigma-2 receptor as TMEM97, then used crystal structures for ultra-large docking that yielded potent ligands and probes tested in a neuropathic-pain model.",Collaborative contribution; PMID 28559337 lists Andrew C Kruse as a coauthor on a team led by Assaf Alon and colleagues; PMID 34880501 lists Andrew C Kruse as a coauthor on a team led by Assaf Alon and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/34880501/,Structures of the σ 2 receptor enable docking for bioactive ligand discovery.,2026-09-05,The paper supports sigma-2 receptor structures and structure-based ligand discovery; authorship evidence lists Andrew C Kruse.,34880501,10.1038/s41586-021-04175-x,Grouped because both sources define and exploit the same receptor target.
pi_7e110f79cd375625af34749282e9a952,Andrew Kruse,Yeast-display platform for conformationally selective nanobodies,tool,2018,nanobodies; yeast surface display; GPCRs; conformational selectivity; structural biology,"The study introduced an in vitro yeast surface-display library for discovering conformationally selective nanobodies, demonstrating GPCR-targeting utility and making the platform available for nonprofit research.",Coauthored with Conor McMahon and colleagues; the primary paper lists Andrew C Kruse as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/29434346/,Yeast surface display platform for rapid discovery of conformationally selective nanobodies.,2026-09-05,The paper supports a yeast-display platform for rapid nanobody discovery; authorship evidence lists Andrew C Kruse.,29434346,10.1038/s41594-018-0028-6,
pi_8a3a232b12d45f42800dbcda52f2bf3a,Evan W. Miller,Aquaporin-3-mediated hydrogen peroxide uptake in cell signaling,discovery,2010,Aquaporin-3; hydrogen peroxide; redox signaling; fluorescent indicator; NADPH oxidase,"Using chemoselective fluorescent imaging, the study showed that AQP3 and AQP8 can facilitate hydrogen peroxide uptake and that endogenous AQP3 modulates downstream Nox-derived signaling after growth-factor stimulation.",Coauthored with Evan W Miller and colleagues; the primary paper lists Evan W Miller as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/20724658/,Aquaporin-3 mediates hydrogen peroxide uptake to regulate downstream intracellular signaling.,2026-09-05,The paper supports aquaporin-mediated H2O2 uptake and intracellular signaling regulation; authorship evidence lists Evan W Miller.,20724658,10.1073/pnas.1005776107,
pi_8a3a232b12d45f42800dbcda52f2bf3a,Evan W. Miller,VoltageFluor PeT molecular wires for optical voltage sensing,tool,2012,VoltageFluor; photoinduced electron transfer; molecular wires; optical voltage sensing; neuronal activity,Voltage-sensitive fluorescent dyes using photoinduced electron transfer through molecular wires enabled fast optical detection of synaptic and action potentials in cultured hippocampal neurons and leech ganglia.,Collaborative contribution; PMID 22308458 lists Evan W Miller as a coauthor on work by Evan W Miller and colleagues; PMID 25584688 lists Evan W Miller as a coauthor on work by Clifford R Woodford and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/22308458/,Optically monitoring voltage in neurons by photo-induced electron transfer through molecular wires.,2026-09-05,The paper supports PeT molecular-wire voltage indicators for optical monitoring in neurons and lists Evan W Miller as a full-name coauthor.,22308458,10.1073/pnas.1120694109,Grouped as the original and improved VoltageFluor molecular-wire contribution family.
pi_8a3a232b12d45f42800dbcda52f2bf3a,Evan W. Miller,VoltageFluor PeT molecular wires for optical voltage sensing,tool,2012,VoltageFluor; photoinduced electron transfer; molecular wires; optical voltage sensing; neuronal activity,Voltage-sensitive fluorescent dyes using photoinduced electron transfer through molecular wires enabled fast optical detection of synaptic and action potentials in cultured hippocampal neurons and leech ganglia.,Collaborative contribution; PMID 22308458 lists Evan W Miller as a coauthor on work by Evan W Miller and colleagues; PMID 25584688 lists Evan W Miller as a coauthor on work by Clifford R Woodford and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/25584688/,Improved PeT molecules for optically sensing voltage in neurons.,2026-09-05,The paper supports improved VoltageFluor PeT molecules for neuronal voltage sensing and lists Evan W Miller as a full-name coauthor.,25584688,10.1021/ja510602z,Grouped as the original and improved VoltageFluor molecular-wire contribution family.
pi_8a3a232b12d45f42800dbcda52f2bf3a,Evan W. Miller,Far-red chemical-genetic voltage imaging in defined neurons,tool,2021,isoBeRST-Halo; far-red voltage imaging; HaloTag; brain slice; defined neurons,"A silicon-rhodamine/HaloTag hybrid indicator enabled far-red voltage imaging from genetically defined neurons, including single-trial membrane-potential recordings in cultured hippocampal neurons and mouse brain slices.","Coauthored with Gabriel Ortiz, Pei Liu, Holly Adesnik, and colleagues; Europe PMC/PMC metadata list Evan W. Miller as a coauthor.",source-backed,career-wide,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8637932/,A silicon-rhodamine chemical-genetic hybrid for far red voltage imaging from defined neurons in brain slice.,2026-09-05,"Europe PMC/PMC metadata identify Ortiz, Liu, Deal, Nensel, Martinez, Shamardani, Adesnik, and Evan W Miller on far-red voltage imaging from defined neurons.",34977574,10.1039/d1cb00156f,External verification was used because this PMID was not present in the per-ID cache.
